ref_area,indicator,source,sex,classif1,time,obs_value
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2015,1.53
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2015,1.87
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2015,1.45
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2015,0.93
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2015,0.81
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2015,0.95
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2014,1.48
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2014,1.74
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2014,1.42
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2014,1.7
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2014,2.12
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2014,1.61
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2014,1.09
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2014,0.94
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2014,1.11
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2013,1.51
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2013,1.77
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2013,1.45
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2013,1.73
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2013,2.14
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2013,1.64
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2013,1.12
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2013,0.96
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2013,1.14
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2012,1.92
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2012,2.18
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2012,1.87
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2012,2.22
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2012,2.68
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2012,2.12
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2012,1.42
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2012,1.25
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2012,1.45
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2011,2.18
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2011,2.54
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2011,2.11
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2011,2.5
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2011,3.1
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2011,2.36
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2011,1.63
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2011,1.42
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2011,1.68
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2010,1.99
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2010,2.31
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2010,1.92
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2010,2.26
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2010,2.82
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2010,2.14
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2010,1.5
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2010,1.31
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2010,1.54
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2009,2.59
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2009,2.98
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2009,2.5
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2009,2.92
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2009,3.59
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2009,2.77
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2009,1.94
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2009,1.62
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2009,2
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2008,2.99
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2008,3.52
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2008,2.86
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2008,3.41
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2008,4.29
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2008,3.19
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2008,2.19
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2008,1.93
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2008,2.25
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2007,3.25
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2007,3.72
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2007,3.14
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2007,3.71
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2007,4.51
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2007,3.51
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2007,2.35
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2007,2.02
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2007,2.42
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2006,3.42
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2006,3.96
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2006,3.28
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2006,3.89
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2006,4.79
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2006,3.66
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2006,2.48
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2006,2.13
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2006,2.56
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2005,4.35
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2005,4.97
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2005,4.2
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2005,4.9
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2005,6.03
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2005,4.62
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2005,3.25
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2005,2.8
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2005,3.36
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2004,6.76
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2004,7.6
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2004,6.54
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2004,7.6
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2004,9.14
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2004,7.2
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2004,5.01
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2004,4.33
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2004,5.17
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2003,5.08
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2003,5.76
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2003,4.9
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2003,5.71
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2003,6.96
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2003,5.39
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2003,3.77
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2003,3.22
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2003,3.91
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2002,4.31
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2002,4.94
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2002,4.14
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2002,4.89
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2002,6.02
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2002,4.58
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2002,3.13
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2002,2.71
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2002,3.24
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2001,2.77
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2001,3.2
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2001,2.65
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2001,3.15
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2001,3.86
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2001,2.95
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2001,1.95
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2001,1.65
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2001,2.02
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE15,2000,3.91
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_Y15-24,2000,4.39
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_T,AGE_YTHADULT_YGE25,2000,3.77
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE15,2000,4.49
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_Y15-24,2000,5.31
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_M,AGE_YTHADULT_YGE25,2000,4.25
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE15,2000,2.66
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_Y15-24,2000,2.28
DOM,SDG_0111_SEX_AGE_RT,XA:2189,SEX_F,AGE_YTHADULT_YGE25,2000,2.76
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2022,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2021,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2020,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2019,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2019,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2019,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2019,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2019,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2019,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2019,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2019,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2019,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2018,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2018,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2018,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2018,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2018,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2018,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2018,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2018,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2018,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2017,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2017,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2017,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2017,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2017,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2017,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2017,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2017,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2017,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2016,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2016,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2016,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2016,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2016,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2016,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2016,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2016,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2016,0.09
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2015,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2015,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2015,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2015,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2015,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2015,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2015,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2015,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2015,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2014,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2014,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2014,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2014,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2014,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2014,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2014,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2014,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2014,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2013,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2013,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2013,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2013,0.12
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2013,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2013,0.12
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2013,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2013,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2013,0.1
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2012,0.12
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2012,0.13
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2012,0.12
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2012,0.13
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2012,0.13
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2012,0.12
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2012,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2012,0.12
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2012,0.11
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2011,0.14
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2011,0.14
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2011,0.14
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2011,0.14
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2011,0.14
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2011,0.14
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2011,0.13
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2011,0.13
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2011,0.12
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2010,0.19
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2010,0.19
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2010,0.18
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2010,0.19
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2010,0.19
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2010,0.19
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2010,0.16
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2010,0.17
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2010,0.16
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE15,2009,0.24
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_Y15-24,2009,0.25
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_T,AGE_YTHADULT_YGE25,2009,0.24
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE15,2009,0.25
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_Y15-24,2009,0.25
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_M,AGE_YTHADULT_YGE25,2009,0.24
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE15,2009,0.22
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_Y15-24,2009,0.23
DZA,SDG_0111_SEX_AGE_RT,XA:1829,SEX_F,AGE_YTHADULT_YGE25,2009,0.21
